step,vehicle_count,mean_speed,total_fuel_ml_s,total_co2_mg_s,total_waiting_s,halting_count,departed_count,arrived_count,mean_fuel_per_veh,mean_co2_per_veh
256,191,10.1785,164903.2023,517006.7019,127.0,9,1,0,863.3676,2706.8414
257,192,10.2257,163772.5691,513462.1007,100.0,8,1,0,852.9821,2674.2818
258,193,10.2518,166584.5353,522279.8137,78.0,8,1,0,863.1323,2706.113
259,193,10.3515,168067.1213,526928.1304,65.0,8,0,0,870.8141,2730.1976
260,194,10.3664,170868.0234,535708.7816,54.0,9,1,0,880.763,2761.3855
261,195,10.3169,160883.931,504407.5458,56.0,7,1,0,825.0458,2586.7054
262,196,10.4809,185598.547,581893.0789,60.0,8,1,0,946.9314,2968.8422
263,194,10.7261,187620.8377,588234.5208,52.0,6,0,2,967.1177,3032.1367
264,195,10.8147,170792.8261,535474.6817,32.0,5,1,0,875.8606,2746.024
265,194,10.9875,183892.5955,576546.3008,36.0,4,0,1,947.9,2971.8881
266,196,10.8805,177779.5712,557379.8895,41.0,7,2,0,907.0386,2843.7749
267,197,10.704,163000.3278,511042.882,41.0,6,1,0,827.4128,2594.1263
268,197,10.6848,165645.2186,519335.0093,49.0,9,1,1,840.8387,2636.2183
269,198,10.607,168230.6576,527440.5481,56.0,9,1,0,849.6498,2663.8412
270,198,10.5778,179054.0512,561374.6465,67.0,12,1,1,904.3134,2835.2255
271,196,10.6197,166964.0384,523469.8932,77.0,11,0,2,851.8573,2670.7648
272,197,10.604,178742.8148,560397.9708,60.0,10,1,0,907.3239,2844.6598
273,196,10.5416,157526.9916,493882.1748,68.0,10,1,2,803.7091,2519.807
274,196,10.4677,159425.9841,499835.0526,78.0,11,1,1,813.3979,2550.1788
275,197,10.3137,163730.4697,513331.1955,89.0,12,1,0,831.1191,2605.7421
276,198,10.3099,172925.8274,542159.7079,100.0,14,1,0,873.3628,2738.1803
277,197,10.3196,168882.8706,529484.6862,105.0,12,0,1,857.2735,2687.7395
278,198,10.4215,179403.1547,562468.6773,116.0,14,1,0,906.0765,2840.7509
279,199,10.5667,182388.7747,571830.0847,118.0,12,1,0,916.5265,2873.518
280,199,10.7678,195163.5266,611882.2198,107.0,10,1,1,980.7212,3074.785
