step,vehicle_count,mean_speed,total_fuel_ml_s,total_co2_mg_s,total_waiting_s,halting_count,departed_count,arrived_count,mean_fuel_per_veh,mean_co2_per_veh
290,39,10.9615,34902.7145,109427.6735,0.0,0,0,0,894.9414,2805.8378
291,39,10.7321,24987.2651,78340.5611,0.0,0,0,0,640.6991,2008.7323
292,39,10.6634,32124.3171,100717.3135,0.0,0,0,0,823.7004,2582.4952
293,38,10.6624,27972.9224,87701.0923,2.0,2,0,1,736.1295,2307.9235
294,39,10.0461,25741.0826,80703.3009,4.0,3,1,0,660.0278,2069.3154
295,39,10.0964,32493.8273,101875.2691,6.0,2,0,0,833.1751,2612.1864
296,38,10.1958,29594.4934,92784.9331,8.0,2,0,1,778.8025,2441.7088
297,38,10.1042,27004.1961,84663.937,10.0,2,0,0,710.6367,2227.9983
298,38,10.1717,31263.711,98018.0115,12.0,2,0,0,822.7292,2579.4214
299,38,10.2731,35066.1284,109939.7839,14.0,2,0,0,922.7929,2893.1522
300,39,9.9229,31115.6087,97554.3539,16.0,3,1,0,797.8361,2501.3937
301,39,10.03,28992.3638,90897.3719,18.0,2,0,0,743.3939,2330.7018
302,39,10.3006,35894.5485,112537.1317,20.0,2,0,0,920.373,2885.5675
303,39,10.5267,33950.1161,106441.0583,22.0,2,0,0,870.5158,2729.2579
304,39,10.7611,34167.7854,107123.2519,12.0,1,0,0,876.0971,2746.75
305,37,10.9008,23570.6362,73898.4468,0.0,0,0,2,637.0442,1997.2553
306,38,10.3164,26060.5047,81704.7683,0.0,1,1,0,685.8028,2150.1255
307,38,10.2245,22974.5158,72029.9381,0.0,0,0,0,604.5925,1895.5247
308,38,10.1349,29037.9326,91040.4719,1.0,1,0,0,764.1561,2395.8019
309,38,10.3121,33140.3447,103902.089,2.0,1,0,0,872.1143,2734.2655
310,38,10.4317,30423.7282,95385.0612,3.0,1,0,0,800.6244,2510.1332
311,36,10.5911,31135.1658,97615.8879,4.0,1,0,2,864.8657,2711.5524
312,37,10.4434,31572.4745,98986.4627,5.0,2,1,0,853.3101,2675.3098
313,37,10.5307,27838.1571,87278.6496,6.0,1,0,0,752.3826,2358.8824
314,37,10.5937,30465.2456,95515.4176,7.0,1,0,0,823.385,2581.4978
315,37,10.7324,28371.8142,88951.7584,0.0,0,0,0,766.8058,2404.1016
316,37,10.5354,27534.9894,86328.1897,0.0,0,0,0,744.1889,2333.1943
317,37,10.3898,28549.6233,89509.2437,0.0,0,0,0,771.6114,2419.1687
318,38,10.0666,27025.9733,84732.5802,1.0,2,1,0,711.2098,2229.8047
319,37,10.4666,46727.9396,146503.2922,2.0,1,0,1,1262.9173,3959.5484
320,37,10.4654,30278.5151,94929.8917,0.0,0,0,0,818.3382,2565.6727
321,37,10.4296,31805.1247,99716.1322,1.0,1,0,0,859.598,2695.0306
