step,vehicle_count,mean_speed,total_fuel_ml_s,total_co2_mg_s,total_waiting_s,halting_count,departed_count,arrived_count,mean_fuel_per_veh,mean_co2_per_veh
274,110,10.4044,87016.6459,272815.7995,21.0,5,1,1,791.0604,2480.1436
275,109,10.5527,94411.787,296001.2834,26.0,5,0,1,866.1632,2715.6081
276,110,10.5853,97504.0571,305696.2992,31.0,6,1,0,886.4005,2779.0573
277,110,10.6181,95725.2993,300120.2006,25.0,5,0,0,870.23,2728.3655
278,111,10.4823,96556.3863,302725.8038,20.0,6,1,0,869.8774,2727.2595
279,111,10.6035,92208.3686,289093.9983,10.0,2,0,0,830.706,2604.4504
280,112,10.6329,97012.5397,304155.4154,5.0,3,1,0,866.1834,2715.6734
281,112,10.7844,95219.37,298534.345,6.0,2,0,0,850.1729,2665.4852
282,113,10.8856,101324.9526,317676.7667,6.0,2,1,0,896.681,2811.2988
283,113,11.0816,107739.6299,337788.9391,0.0,0,0,0,953.4481,2989.2826
284,114,11.0104,94360.7099,295842.1133,0.0,1,1,0,827.7255,2595.1063
285,112,11.181,106405.9052,333607.7398,0.0,0,0,2,950.0527,2978.6405
286,113,11.2261,100458.3663,314960.8414,0.0,1,1,0,889.0121,2787.2641
287,113,11.4589,112731.1876,353439.1187,0.0,0,0,0,997.6211,3127.7798
288,114,11.4146,97631.4831,306097.7446,1.0,2,1,0,856.4165,2685.0679
289,114,11.6593,110206.9018,345524.6842,3.0,2,0,0,966.7272,3030.9183
290,115,11.5385,95170.5179,298381.0875,2.0,2,1,0,827.5697,2594.6182
291,115,11.5863,103054.5769,323100.528,1.0,1,0,0,896.1268,2809.5698
292,116,11.4812,97704.814,306327.7149,2.0,2,1,0,842.2829,2640.7562
293,116,11.6451,102608.779,321702.2493,3.0,1,0,0,884.5584,2773.2953
294,116,11.3872,93839.4736,294208.426,4.0,2,1,1,808.961,2536.2795
295,116,11.1329,91114.6204,285664.8539,5.0,1,0,0,785.4709,2462.6281
296,117,10.8887,84218.3346,264043.3989,6.0,2,1,0,719.8148,2256.7812
297,117,10.7934,93432.6241,292932.8341,9.0,3,0,0,798.5694,2503.6994
298,118,10.5426,93405.1105,292845.5266,12.0,4,1,0,791.5687,2481.7418
299,118,10.5668,106940.1631,335281.5159,15.0,3,0,0,906.2726,2841.3688
300,117,10.5844,105689.1717,331358.6985,20.0,6,1,2,903.3263,2832.1256
301,117,10.5409,89526.871,280686.4898,20.0,4,0,0,765.1869,2399.0298
302,118,10.255,90570.0537,283956.5638,25.0,6,1,0,767.5428,2406.4116
303,117,10.3847,113429.8389,355628.4052,32.0,7,0,1,969.4858,3039.559
304,117,10.2878,90446.7998,283569.3514,34.0,7,1,1,773.0496,2423.6697
305,117,10.5158,105792.7026,331682.9472,41.0,7,0,0,904.2111,2834.897
306,118,10.6125,118235.754,370695.9055,49.0,9,1,0,1001.9979,3141.4907
307,117,10.7315,108834.8718,341222.2655,46.0,7,0,1,930.2126,2916.4296
308,118,10.8264,113673.9696,356393.2276,27.0,7,1,0,963.3387,3020.2816
309,118,10.9393,101356.2441,317774.824,19.0,3,0,0,858.9512,2693.007
310,119,10.8217,94024.6583,294787.8175,18.0,4,1,0,790.1232,2477.2086
311,119,10.854,105946.4686,332166.2429,22.0,4,0,0,890.3065,2791.313
312,120,10.6869,89908.6848,281883.572,15.0,4,1,0,749.239,2349.0298
313,120,10.6028,96414.0768,302279.4273,18.0,3,0,0,803.4506,2518.9952
314,120,10.6794,109768.1219,344148.3059,21.0,4,1,1,914.7343,2867.9025
315,120,10.7955,110710.7637,347103.052,24.0,3,0,0,922.5897,2892.5254
316,121,10.7504,110959.7469,347883.6995,30.0,7,1,0,917.0227,2875.0719
317,121,10.8155,107845.8111,338120.5951,37.0,7,0,0,891.2877,2794.3851
318,122,10.5819,94475.8673,296201.8255,44.0,8,1,0,774.3924,2427.8838
319,122,10.5916,108572.992,340401.0417,34.0,6,0,0,889.9426,2790.1725
320,122,10.5236,98826.1177,309841.5915,26.0,6,1,1,810.0501,2539.6852
321,121,10.4015,90623.9724,284126.231,31.0,5,0,1,748.9584,2348.1507
322,122,10.3619,112338.7139,352206.7456,36.0,6,1,0,920.8091,2886.9405
323,120,10.3816,103754.867,325294.4225,42.0,6,0,2,864.6239,2710.7869
324,121,10.1114,91891.9931,288100.64,50.0,9,1,0,759.438,2380.997
325,121,10.114,101458.942,318095.6803,57.0,8,0,0,838.5037,2628.8899
